x	y	x	y	x	y	z
0.0236021663533261	0.7702357775883110	0.5856618853717830	0.5060511065705890	0.4862892885697070	0.4058579196344070	0.5879728349487250
0.3179981166356920	0.2590334853316640	0.0678141687540463	0.1884774685859070	0.8743633379781750	0.1054841062465700	0.6299408305705420
0.8450100527707600	0.9404108410164180	0.1900536218932080	0.5731439413905180	0.6245072036871760	0.7670909668970830	0.7118134503674260
0.9457535027708640	0.1374781275114710	0.6019330616375110	0.9889002552241670	0.1430856495483710	0.7267014910336500	0.1321372298961960
0.6445617681630320	0.9878788070618300	0.0608003208853014	0.6418675840040700	0.3746474276891100	0.9639082374847480	1.0916335888475800
0.6804764452726670	0.6497470340518070	0.6195608109691920	0.5977701904028790	0.0977358287664813	0.9248372788250350	0.6361999820667120
0.6887560892647830	0.8204567653591290	0.7355901918841690	0.2149759649058800	0.6079139241290710	0.0210655852497093	0.8832822193850690
0.0392790645864123	0.0697253531309596	0.9637709676782030	0.9115114430437880	0.7887633294973120	0.6241664421093200	1.1803118940658400
0.7243191356989040	0.2914571107983970	0.1962202593042710	0.4713780997240140	0.2553360561476080	0.0414344269564968	0.2987349195603500
0.7868746241043740	0.4765118972720370	0.5076908126909090	0.7942698841488130	0.4704780669252280	0.4543604320442890	0.0541777304774976
0.1583057083504860	0.3283378566421800	0.8443239679552670	0.3935438150093190	0.1972361947430160	0.6037302464614410	0.3611231803684230
0.2028211616030360	0.5260452142101160	0.2886315010483580	0.1514930277104440	0.5156394470668510	0.9103845918032500	0.6239549368199580
0.4181807303957670	0.6285557374802960	0.2418823247130680	0.3558587242530460	0.4741323548115530	0.7989894851376840	0.5814628120188680
0.2198297225697500	0.9541590379956800	0.8342364831212100	0.6217124796321710	0.2217134759835830	0.4337151297380700	0.9265007319215520
0.6223519902406710	0.1795069236689520	0.1094804265903870	0.0462911830325332	0.0296157188772581	0.0971645988845424	0.5953697225147390
0.6872898593307930	0.8822584320293020	0.8289272661613820	0.2435289383280890	0.5643138003872210	0.8311839774883240	0.5459099161447790
