Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
2500;	48 0.194828 0.19505;	48 0.194828 0.19505;	46 0.197184 0.197659;	40 0.197886 0.21881;	39 0.197951 0.197127;	46 0.199684 0.201028;	42 0.199877 0.207988;	
5000;	53 0.189415 0.191887;	52 0.187106 0.192341;	53 0.189415 0.191887;	51 0.190551 0.193693;	56 0.193589 0.353939;	56 0.19379 0.207988;	61 0.19399 0.201028;	
7500;	63 0.177117 0.181692;	63 0.177117 0.181692;	68 0.177157 0.19505;	62 0.179731 0.353939;	64 0.180545 0.183992;	65 0.181192 0.189747;	62 0.181226 0.181792;	
10000;	63 0.176429 0.180518;	63 0.176429 0.180518;	63 0.177117 0.181692;	68 0.177157 0.19505;	69 0.177819 0.197127;	68 0.178086 0.201028;	63 0.178091 0.353939;	
12500;	63 0.176429 0.180518;	66 0.174077 0.181994;	64 0.174716 0.181994;	66 0.174818 0.180518;	64 0.175468 0.181656;	67 0.175589 0.183011;	67 0.175681 0.181994;	
15000;	67 0.173039 0.174171;	67 0.173039 0.174171;	65 0.174077 0.180518;	67 0.174163 0.189747;	66 0.174163 0.181994;	68 0.174566 0.182655;	64 0.174716 0.181994;	
17500;	69 0.165058 0.167566;	69 0.165058 0.167566;	70 0.165094 0.169009;	70 0.166593 0.169566;	68 0.166593 0.169566;	71 0.167393 0.174171;	64 0.167814 0.182655;	
20000;	72 0.162523 0.158802;	72 0.162523 0.158802;	70 0.164215 0.169391;	68 0.164215 0.167995;	68 0.165058 0.169009;	67 0.165058 0.167566;	70 0.165094 0.169009;	
22500;	73 0.143581 0.142695;	75 0.14263 0.142695;	73 0.143581 0.142695;	72 0.14694 0.15323;	73 0.152762 0.136712;	73 0.157503 0.169566;	74 0.159274 0.164352;	
25000;	76 0.118663 0.119652;	76 0.118663 0.119652;	77 0.126122 0.127446;	78 0.127475 0.169391;	77 0.128319 0.158802;	75 0.129438 0.129523;	75 0.129451 0.130678;	
27500;	79 0.105304 0.105938;	79 0.105304 0.105938;	76 0.108077 0.108773;	77 0.11211 0.164352;	76 0.118663 0.119652;	76 0.126017 0.139139;	77 0.126122 0.127446;	
30000;	78 0.10515 0.105708;	78 0.104542 0.105708;	78 0.104695 0.105938;	78 0.10515 0.105708;	79 0.105304 0.105938;	76 0.108077 0.108773;	79 0.109467 0.127446;	
32500;	79 0.10429 0.103518;	79 0.10429 0.103518;	78 0.104542 0.105708;	78 0.104658 0.105821;	78 0.10466 0.105887;	78 0.104695 0.105938;	78 0.10506 0.105135;	
35000;	79 0.10429 0.103518;	79 0.10429 0.103518;	76 0.104542 0.139139;	78 0.104658 0.105821;	78 0.10466 0.105887;	78 0.104695 0.105938;	78 0.10506 0.105135;	
37500;	79 0.103929 0.103229;	78 0.103417 0.103518;	79 0.103929 0.103229;	79 0.103995 0.103229;	79 0.10429 0.103518;	76 0.104542 0.139139;	78 0.104658 0.105821;	
40000;	79 0.103929 0.103229;	77 0.103021 0.103229;	77 0.103417 0.103518;	79 0.103929 0.103229;	79 0.103995 0.103229;	79 0.10429 0.103518;	79 0.104299 0.105821;	
42500;	78 0.101445 0.101276;	78 0.101445 0.101276;	79 0.102357 0.101276;	78 0.102382 0.101276;	78 0.102418 0.101276;	76 0.102949 0.103518;	77 0.103021 0.103229;	
45000;	78 0.0959758 0.0957589;	77 0.0959758 0.0957589;	78 0.101405 0.101276;	77 0.101445 0.101276;	79 0.102357 0.101276;	77 0.102382 0.103518;	78 0.102418 0.101276;	
47500;	77 0.0916439 0.0921565;	77 0.0916439 0.0921565;	78 0.0918565 0.101276;	79 0.0921882 0.0927933;	78 0.0922579 0.0929951;	80 0.0923391 0.103518;	79 0.0924695 0.101276;	
50000;	77 0.0916439 0.0921565;	77 0.0916439 0.0921565;	78 0.0918565 0.101276;	79 0.0921882 0.0927933;	78 0.0922579 0.0929951;	78 0.0923319 0.0957589;	80 0.0923391 0.103518;	
52500;	77 0.0916439 0.0921565;	77 0.0916439 0.0921565;	78 0.0918565 0.101276;	79 0.0921882 0.0927933;	78 0.0922579 0.0929951;	78 0.0923319 0.0957589;	78 0.0923391 0.0921565;	
55000;	77 0.0916439 0.0921565;	77 0.0916439 0.0921565;	78 0.0918565 0.101276;	79 0.0921882 0.0927933;	79 0.0922527 0.0921565;	78 0.0922579 0.0929951;	78 0.0922714 0.0921565;	
57500;	77 0.0916439 0.0921565;	77 0.0916439 0.0921565;	79 0.0917165 0.0921565;	78 0.09182 0.0921565;	78 0.0918565 0.101276;	79 0.0921882 0.0927933;	78 0.0922527 0.0921565;	
60000;	78 0.0915919 0.0920736;	78 0.0915919 0.0920736;	78 0.091595 0.0921565;	77 0.0916369 0.0920736;	77 0.0916439 0.0921565;	79 0.0917165 0.0921565;	77 0.09182 0.0921565;	
62500;	80 0.0913964 0.0916952;	80 0.0913964 0.0916952;	77 0.09156 0.0920736;	77 0.0915919 0.0927933;	77 0.091595 0.0920736;	77 0.0916369 0.0920736;	77 0.0916439 0.0921565;	
65000;	80 0.0910881 0.0913756;	78 0.0904034 0.0923185;	80 0.0910881 0.0913756;	80 0.0913964 0.0916952;	78 0.0914695 0.0921565;	77 0.0915016 0.0921565;	77 0.0915017 0.0920736;	
67500;	80 0.0910881 0.0913756;	78 0.0904034 0.0923185;	79 0.0910881 0.0913756;	80 0.0911625 0.0913756;	78 0.0913964 0.0921565;	78 0.0914695 0.0921565;	77 0.0915016 0.0921565;	
70000;	80 0.0910881 0.0913756;	78 0.0904034 0.0923185;	79 0.0910881 0.0913756;	80 0.0911295 0.0920736;	80 0.0911625 0.0913756;	79 0.0911896 0.0923185;	79 0.0912209 0.0916952;	
72500;	79 0.0909753 0.091209;	79 0.0902837 0.0950708;	78 0.0904034 0.0923185;	79 0.0906606 0.0918022;	79 0.0907238 0.0920462;	79 0.0908938 0.091487;	79 0.0909753 0.091209;	
75000;	80 0.0900357 0.0901116;	80 0.0897708 0.0924638;	80 0.0900357 0.0901116;	80 0.0900687 0.0928406;	78 0.0902837 0.0950708;	78 0.0904034 0.0923185;	79 0.0905039 0.0950708;	
77500;	79 0.0889001 0.0890359;	79 0.0889001 0.0890359;	79 0.0893783 0.0937622;	80 0.0894538 0.089712;	80 0.0897159 0.0937622;	80 0.0897708 0.0924638;	80 0.0900357 0.0901116;	
80000;	79 0.0889001 0.0890359;	79 0.0889001 0.0890359;	81 0.0890981 0.089818;	79 0.0892123 0.0928406;	79 0.0893783 0.0937622;	80 0.0894538 0.089712;	80 0.0897159 0.0937622;	
82500;	83 0.0874428 0.0886074;	83 0.0874428 0.0886074;	79 0.0889001 0.0890359;	79 0.0890154 0.089712;	79 0.0890981 0.0890359;	79 0.0892123 0.0928406;	80 0.0892714 0.0890359;	
85000;	83 0.0866548 0.0875029;	83 0.0866548 0.0875029;	82 0.0872254 0.0877994;	83 0.0874428 0.0886074;	79 0.0889001 0.0890359;	79 0.0890154 0.089712;	79 0.0890981 0.0890359;	
87500;	83 0.085192 0.0863642;	83 0.085192 0.0863642;	83 0.0862679 0.0874877;	83 0.0866548 0.0875029;	84 0.086687 0.089712;	82 0.0872254 0.0877994;	83 0.0874428 0.0886074;	
90000;	84 0.0841023 0.0849397;	84 0.0841023 0.0849397;	84 0.0849187 0.0861109;	83 0.085192 0.0863642;	84 0.0859699 0.0901116;	84 0.0859757 0.0937622;	83 0.0862679 0.0874877;	
92500;	84 0.0781275 0.0813913;	84 0.0781275 0.0813913;	84 0.0832541 0.0863642;	84 0.0833574 0.0937622;	84 0.0841023 0.0849397;	85 0.0844598 0.0874877;	84 0.0849112 0.0863642;	
95000;	85 0.0769317 0.0793223;	85 0.0769317 0.0793223;	84 0.0776223 0.0937622;	84 0.0781275 0.0813913;	85 0.0811601 0.089712;	85 0.0817609 0.0793223;	84 0.0818951 0.0890359;	
97500;	85 0.0769317 0.0793223;	85 0.0769317 0.0793223;	84 0.0776223 0.0937622;	84 0.0781275 0.0813913;	85 0.0798822 0.0813913;	85 0.0811601 0.089712;	85 0.0811871 0.0874877;	
100000;	84 0.0763095 0.0785387;	84 0.0763095 0.0785387;	85 0.0769317 0.0793223;	84 0.0776223 0.0937622;	85 0.0778897 0.0874877;	84 0.0781275 0.0813913;	86 0.0782305 0.0793223;	
102500;	84 0.0763095 0.0785387;	84 0.0762351 0.078954;	84 0.0763095 0.0785387;	85 0.0769317 0.0793223;	84 0.0774867 0.0874877;	84 0.077517 0.0861109;	84 0.0776223 0.0937622;	
105000;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	84 0.075146 0.0813913;	84 0.0762351 0.078954;	84 0.0763095 0.0785387;	85 0.0769317 0.0793223;	85 0.0769535 0.0937622;	
107500;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	84 0.075146 0.0813913;	84 0.0757457 0.0793223;	84 0.0757688 0.089712;	84 0.0762351 0.078954;	84 0.0763095 0.0785387;	
110000;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	84 0.0748421 0.0874877;	84 0.0748554 0.0793223;	84 0.075146 0.0813913;	85 0.0751614 0.078954;	85 0.0754911 0.0761134;	
112500;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	84 0.0746763 0.089712;	84 0.0746809 0.0861109;	84 0.0748056 0.078954;	84 0.0748421 0.0874877;	84 0.0748554 0.0793223;	
115000;	85 0.0745155 0.0761134;	84 0.0745155 0.0761134;	84 0.074655 0.0813913;	84 0.0746763 0.089712;	84 0.0746809 0.0861109;	84 0.0747591 0.0793223;	84 0.0748056 0.078954;	
117500;	85 0.0745155 0.0761134;	84 0.0745155 0.0761134;	84 0.0745206 0.0761134;	84 0.074655 0.0813913;	84 0.0746763 0.089712;	84 0.0746809 0.0861109;	84 0.0747591 0.0793223;	
120000;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	103 0.203631 0.078954;	103 0.205562 0.0761134;	101 0.205721 0.0761134;	104 0.208169 1.#INF;	108 0.211666 1.#INF;	
122500;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	85 0.171294 1.#INF;	85 0.19532 0.0785387;	93 0.199514 1.#INF;	86 0.199736 1.#INF;	93 0.200925 0.0793223;	
125000;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	85 0.128729 1.#INF;	88 0.144861 0.0761134;	89 0.146013 0.078954;	94 0.154432 1.#INF;	87 0.160333 1.#INF;	
127500;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	87 0.0751446 0.078954;	85 0.0889325 0.0761134;	87 0.0994047 0.0761134;	85 0.103277 0.0793223;	86 0.110745 1.#INF;	
130000;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	85 0.0748248 1.#INF;	87 0.0751446 0.078954;	85 0.0812413 0.0761134;	86 0.0843554 1.#INF;	
132500;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	85 0.0748248 1.#INF;	86 0.0748267 0.0861109;	87 0.0751446 0.078954;	86 0.0754603 0.0785387;	
135000;	85 0.0745155 0.0761134;	85 0.0745155 0.0761134;	105 0.203398 1.#INF;	94 0.205291 0.0761134;	87 0.217975 1.#INF;	90 0.224708 0.0761134;	91 0.233642 1.#INF;	
