x x x x x x y
30	3	520	4.2	100	0	25
60	3	490	3	100	0	11.7
60	3	540	4.2	100	0	29.2
60	4	500	5	49.1	0	10
72	3	500	2.4	100	0	11.9
76	3	520	4.2	100	0	13.8
90	2	520	5.5	53.3	0	9
66	4	520	6.3	52.6	16.1	6.57
69	1	500	6.3	52.3	18	11.7
66	1	500	5.5	52.5	19.3	4.09
66	4	520	6	52.3	29	9.06
60	4	500	5	52.3	16.5	4.45
60	4	500	5.5	53	0	7.8
60	3	500	3	100	0	17
60	4	500	5	53.3	0	9.9
60	4	500	5	53.4	14.5	7.7
66	4	520	5.5	53.7	16.1	8.93
66	4	520	5.5	50.3	19.3	7.76
66	4	520	5.5	52.8	19.3	7.49
60	2	500	5.5	53.3	0	8.1
60	4	500	5	53.4	16.5	5.5
72	2	520	5.5	53.3	0	8.4
60	3	520	3.8	100	0	22.5
60	3	500	3	100	0	13.8
60	3	540	4.2	100	0	26.5
60	3	520	4.2	100	0	18.7
60	3	500	4.2	100	0	15.1
66	2	520	5.5	54.5	23	7.1
60	4	500	5	55.4	0	8.5
60	3	500	3.6	100	0	13.7
60	4	510	5.5	53	0	8
66	3	520	4.2	100	0	17
66	1	500	5.9	52.5	16.5	7.86
78	2	520	5.5	53.3	0	8.6
66	2	520	5.5	51.8	0	9.9
66	4	520	5.5	54.5	23.3	7.5
66	4	520	6.3	52.3	0	8.53
60	3	500	4.8	100	0	12.6
60	4	500	5	51.3	0	9.2
66	1	500	6.3	52.5	19.3	7.83
60	3	500	4.6	100	0	16.2
66	2	520	5.5	54.5	0	7.6
60	3	500	3	100	0	15.5
66	1	520	5.5	52.5	16.1	3.57
60	4	520	5.9	52.7	0	6
66	2	520	5.5	53.3	0	8.2
66	2	490	5.5	53.3	5.8	8.7
